cve_ent_mun,fecha,confirmados,decesos,pruebas,indice_vulnerabilidad
16007,21/04/2020,0,0,3,vulnerabilidad baja
16008,21/04/2020,0,0,2,vulnerabilidad media
16009,21/04/2020,1,0,4,vulnerabilidad alta
16010,21/04/2020,2,1,4,vulnerabilidad media
16011,21/04/2020,0,0,0,vulnerabilidad baja
16012,21/04/2020,0,0,7,vulnerabilidad media
16013,21/04/2020,0,0,5,vulnerabilidad media
16014,21/04/2020,0,0,1,vulnerabilidad baja
16015,21/04/2020,0,0,2,vulnerabilidad baja
16016,21/04/2020,0,0,0,vulnerabilidad media
16017,21/04/2020,0,0,3,vulnerabilidad baja
16018,21/04/2020,0,0,2,sin vulnerabilidad
16019,21/04/2020,1,0,10,vulnerabilidad baja
16020,21/04/2020,0,0,12,vulnerabilidad media
16021,21/04/2020,0,0,0,vulnerabilidad alta
16022,21/04/2020,0,1,11,vulnerabilidad media
16023,21/04/2020,1,0,2,vulnerabilidad baja
16024,21/04/2020,0,0,2,vulnerabilidad alta
16025,21/04/2020,0,0,4,vulnerabilidad alta
16026,21/04/2020,0,0,0,vulnerabilidad media
16027,21/04/2020,0,0,3,vulnerabilidad media
16028,21/04/2020,0,0,1,vulnerabilidad baja
16029,21/04/2020,0,0,0,vulnerabilidad alta
16030,21/04/2020,0,2,3,vulnerabilidad baja
16031,21/04/2020,0,0,0,vulnerabilidad media
16032,21/04/2020,1,1,4,vulnerabilidad alta
16033,21/04/2020,0,0,3,vulnerabilidad media
16034,21/04/2020,0,0,13,vulnerabilidad media
16035,21/04/2020,1,0,9,vulnerabilidad media
16036,21/04/2020,0,0,4,vulnerabilidad baja
16037,21/04/2020,0,1,2,vulnerabilidad media
16038,21/04/2020,0,1,5,vulnerabilidad alta
16039,21/04/2020,1,0,1,vulnerabilidad baja
16040,21/04/2020,0,0,7,vulnerabilidad media
16041,21/04/2020,0,0,3,vulnerabilidad media
16042,21/04/2020,0,0,0,vulnerabilidad baja
16043,21/04/2020,0,0,7,vulnerabilidad alta
16044,21/04/2020,0,0,2,vulnerabilidad media
16045,21/04/2020,1,0,4,vulnerabilidad baja
16046,21/04/2020,0,0,1,vulnerabilidad media
16047,21/04/2020,0,0,1,vulnerabilidad media
16048,21/04/2020,0,0,1,vulnerabilidad media
16049,21/04/2020,1,0,1,vulnerabilidad media
16050,21/04/2020,0,0,13,vulnerabilidad media
16051,21/04/2020,0,0,1,vulnerabilidad baja
16052,21/04/2020,49,10,190,vulnerabilidad baja
16053,21/04/2020,31,6,253,vulnerabilidad alta
16054,21/04/2020,0,0,3,vulnerabilidad baja
16055,21/04/2020,0,0,10,vulnerabilidad media
16056,21/04/2020,0,0,3,vulnerabilidad media
16057,21/04/2020,0,0,1,vulnerabilidad media
16058,21/04/2020,0,0,1,vulnerabilidad media
16059,21/04/2020,0,0,0,vulnerabilidad media
16060,21/04/2020,1,0,9,sin vulnerabilidad
16061,21/04/2020,0,0,1,vulnerabilidad alta
16062,21/04/2020,0,0,1,vulnerabilidad media
16063,21/04/2020,0,0,0,vulnerabilidad media
16064,21/04/2020,0,0,3,vulnerabilidad media
16065,21/04/2020,0,0,3,vulnerabilidad alta
16066,21/04/2020,1,1,17,vulnerabilidad media
16067,21/04/2020,0,0,0,vulnerabilidad baja
16068,21/04/2020,0,0,4,vulnerabilidad media
16069,21/04/2020,10,4,51,vulnerabilidad media
16070,21/04/2020,0,0,0,vulnerabilidad baja
16071,21/04/2020,0,0,6,vulnerabilidad baja
16072,21/04/2020,0,0,6,vulnerabilidad media
16073,21/04/2020,0,1,1,vulnerabilidad media
16074,21/04/2020,0,0,0,vulnerabilidad media
16075,21/04/2020,0,2,13,vulnerabilidad alta
16076,21/04/2020,2,1,9,vulnerabilidad media
16077,21/04/2020,0,0,0,vulnerabilidad media
16078,21/04/2020,1,0,16,vulnerabilidad media
16079,21/04/2020,0,0,1,vulnerabilidad alta
16080,21/04/2020,0,0,1,vulnerabilidad media
16081,21/04/2020,0,0,1,vulnerabilidad alta
16082,21/04/2020,0,0,13,vulnerabilidad media
16083,21/04/2020,0,0,6,vulnerabilidad media
16084,21/04/2020,1,0,5,vulnerabilidad media
16085,21/04/2020,0,0,2,vulnerabilidad media
16086,21/04/2020,0,0,10,vulnerabilidad baja
16087,21/04/2020,0,0,4,vulnerabilidad baja
16088,21/04/2020,1,1,10,vulnerabilidad alta
16089,21/04/2020,0,0,3,vulnerabilidad media
16090,21/04/2020,0,0,4,vulnerabilidad alta
16091,21/04/2020,0,0,3,vulnerabilidad media
16092,21/04/2020,0,0,0,vulnerabilidad alta
16093,21/04/2020,0,0,2,vulnerabilidad alta
16094,21/04/2020,0,1,2,vulnerabilidad baja
16095,21/04/2020,0,0,0,vulnerabilidad baja
16096,21/04/2020,0,0,1,vulnerabilidad alta
16097,21/04/2020,0,0,1,vulnerabilidad media
16098,21/04/2020,0,0,1,vulnerabilidad media
16099,21/04/2020,0,0,5,vulnerabilidad media
16100,21/04/2020,7,1,10,vulnerabilidad media
16101,21/04/2020,0,0,6,vulnerabilidad media
16102,21/04/2020,10,7,96,vulnerabilidad alta
16103,21/04/2020,6,1,8,vulnerabilidad media
16104,21/04/2020,0,0,1,vulnerabilidad baja
16105,21/04/2020,0,0,2,vulnerabilidad baja
16106,21/04/2020,0,0,10,vulnerabilidad media
16107,21/04/2020,0,0,13,vulnerabilidad media
16108,21/04/2020,2,0,37,vulnerabilidad alta
16109,21/04/2020,1,0,4,sin vulnerabilidad
16110,21/04/2020,0,1,10,vulnerabilidad media
16111,21/04/2020,0,0,0,vulnerabilidad alta
16112,21/04/2020,3,3,42,vulnerabilidad alta
16113,21/04/2020,0,1,5,vulnerabilidad baja
17001,21/04/2020,0,0,2,vulnerabilidad baja
17002,21/04/2020,5,2,7,vulnerabilidad alta
17003,21/04/2020,0,0,5,vulnerabilidad media
17004,21/04/2020,3,0,11,vulnerabilidad baja
17005,21/04/2020,1,0,8,vulnerabilidad baja
17006,21/04/2020,10,2,45,vulnerabilidad alta
17007,21/04/2020,38,5,187,vulnerabilidad media
17008,21/04/2020,5,0,22,vulnerabilidad media
17009,21/04/2020,1,1,9,vulnerabilidad media
17010,21/04/2020,0,0,0,vulnerabilidad media
17011,21/04/2020,6,1,50,vulnerabilidad media
17012,21/04/2020,2,2,15,vulnerabilidad media
17013,21/04/2020,0,0,0,vulnerabilidad baja
17014,21/04/2020,0,0,4,vulnerabilidad baja
17015,21/04/2020,1,0,4,vulnerabilidad baja
17016,21/04/2020,2,0,7,vulnerabilidad baja
17017,21/04/2020,1,1,15,vulnerabilidad baja
17018,21/04/2020,9,1,27,vulnerabilidad media
17019,21/04/2020,1,0,6,vulnerabilidad media
17020,21/04/2020,1,0,8,vulnerabilidad alta
17021,21/04/2020,1,0,4,vulnerabilidad baja
17022,21/04/2020,1,0,4,vulnerabilidad baja
17023,21/04/2020,0,0,1,vulnerabilidad media
17024,21/04/2020,1,0,9,vulnerabilidad baja
17025,21/04/2020,2,1,8,vulnerabilidad baja
17026,21/04/2020,0,0,4,vulnerabilidad alta
17027,21/04/2020,0,0,1,vulnerabilidad media
17028,21/04/2020,2,2,16,vulnerabilidad media
17029,21/04/2020,5,1,19,vulnerabilidad media
17030,21/04/2020,1,0,10,vulnerabilidad alta
17031,21/04/2020,0,0,15,vulnerabilidad media
17032,21/04/2020,0,0,1,sin vulnerabilidad
17033,21/04/2020,0,0,1,vulnerabilidad alta
18001,21/04/2020,3,2,10,vulnerabilidad baja
18002,21/04/2020,0,0,0,sin vulnerabilidad
18003,21/04/2020,0,0,0,sin vulnerabilidad
18004,21/04/2020,1,0,8,sin vulnerabilidad
18005,21/04/2020,0,0,0,vulnerabilidad media
18006,21/04/2020,2,1,8,vulnerabilidad baja
18007,21/04/2020,1,0,2,vulnerabilidad baja
18008,21/04/2020,1,0,10,sin vulnerabilidad
18009,21/04/2020,0,0,0,vulnerabilidad alta
18010,21/04/2020,0,0,6,vulnerabilidad baja
18011,21/04/2020,0,0,1,vulnerabilidad baja
18012,21/04/2020,0,0,4,vulnerabilidad baja
18013,21/04/2020,0,0,2,sin vulnerabilidad
18014,21/04/2020,0,1,3,vulnerabilidad baja
18015,21/04/2020,3,3,34,vulnerabilidad baja
18016,21/04/2020,1,0,10,sin vulnerabilidad
18017,21/04/2020,26,1,147,vulnerabilidad baja
18018,21/04/2020,2,1,6,sin vulnerabilidad
18019,21/04/2020,0,0,0,vulnerabilidad media
18020,21/04/2020,5,2,48,vulnerabilidad media
19001,21/04/2020,0,0,1,sin vulnerabilidad
19002,21/04/2020,0,0,2,sin vulnerabilidad
19003,21/04/2020,0,0,1,sin vulnerabilidad
19004,21/04/2020,0,0,10,sin vulnerabilidad
19005,21/04/2020,0,0,6,sin vulnerabilidad
19006,21/04/2020,16,2,469,vulnerabilidad baja
19007,21/04/2020,0,0,2,vulnerabilidad media
19008,21/04/2020,0,0,1,sin vulnerabilidad
19009,21/04/2020,1,0,37,sin vulnerabilidad
19010,21/04/2020,3,0,27,vulnerabilidad baja
19011,21/04/2020,0,0,5,sin vulnerabilidad
19012,21/04/2020,0,0,20,vulnerabilidad baja
19013,21/04/2020,0,0,7,vulnerabilidad baja
19014,21/04/2020,0,0,4,vulnerabilidad baja
19015,21/04/2020,0,0,1,sin vulnerabilidad
19016,21/04/2020,0,0,1,sin vulnerabilidad
19017,21/04/2020,0,0,5,vulnerabilidad media
19018,21/04/2020,6,0,151,sin vulnerabilidad
19019,21/04/2020,43,1,252,vulnerabilidad baja
19020,21/04/2020,0,0,2,sin vulnerabilidad
19021,21/04/2020,11,1,210,vulnerabilidad baja
19022,21/04/2020,0,0,11,vulnerabilidad baja
19023,21/04/2020,0,0,0,sin vulnerabilidad
19024,21/04/2020,0,0,1,vulnerabilidad media
19025,21/04/2020,0,0,19,vulnerabilidad baja
19026,21/04/2020,25,0,706,vulnerabilidad baja
19027,21/04/2020,0,0,2,sin vulnerabilidad
19028,21/04/2020,0,0,0,vulnerabilidad baja
19029,21/04/2020,0,0,1,sin vulnerabilidad
19030,21/04/2020,0,0,0,vulnerabilidad baja
19031,21/04/2020,6,1,237,vulnerabilidad baja
19032,21/04/2020,0,0,1,sin vulnerabilidad
19033,21/04/2020,0,0,33,sin vulnerabilidad
19034,21/04/2020,0,0,2,sin vulnerabilidad
19035,21/04/2020,0,0,4,sin vulnerabilidad
19036,21/04/2020,0,0,1,vulnerabilidad media
19037,21/04/2020,0,0,3,sin vulnerabilidad
19038,21/04/2020,0,0,40,sin vulnerabilidad
19039,21/04/2020,61,3,1580,vulnerabilidad baja
19040,21/04/2020,0,0,0,sin vulnerabilidad
19041,21/04/2020,1,0,53,sin vulnerabilidad
19042,21/04/2020,0,1,2,vulnerabilidad baja
19043,21/04/2020,0,0,1,vulnerabilidad baja
19044,21/04/2020,1,0,20,sin vulnerabilidad
19045,21/04/2020,3,0,25,sin vulnerabilidad
19046,21/04/2020,12,1,332,vulnerabilidad baja
19047,21/04/2020,0,0,3,sin vulnerabilidad
19048,21/04/2020,5,0,156,vulnerabilidad baja
19049,21/04/2020,0,0,32,sin vulnerabilidad
19050,21/04/2020,0,0,1,vulnerabilidad baja
19051,21/04/2020,0,0,2,sin vulnerabilidad
20001,21/04/2020,0,0,0,vulnerabilidad media
20002,21/04/2020,0,0,3,vulnerabilidad alta
20003,21/04/2020,0,0,0,vulnerabilidad media
20004,21/04/2020,0,0,0,vulnerabilidad alta
20005,21/04/2020,0,0,0,vulnerabilidad baja
20006,21/04/2020,3,1,8,vulnerabilidad media
20007,21/04/2020,0,0,1,vulnerabilidad muy alta
20008,21/04/2020,0,0,0,vulnerabilidad baja
20009,21/04/2020,0,0,0,vulnerabilidad media
20010,21/04/2020,0,0,2,vulnerabilidad baja
20011,21/04/2020,0,0,0,vulnerabilidad media
20012,21/04/2020,0,0,0,vulnerabilidad media
20013,21/04/2020,1,0,1,vulnerabilidad baja
20014,21/04/2020,0,1,1,vulnerabilidad baja
20015,21/04/2020,0,0,0,vulnerabilidad media
20016,21/04/2020,0,0,0,vulnerabilidad media
20017,21/04/2020,0,0,0,vulnerabilidad media
20018,21/04/2020,0,0,0,vulnerabilidad alta
20019,21/04/2020,0,0,0,vulnerabilidad media
20020,21/04/2020,0,0,0,vulnerabilidad alta
20021,21/04/2020,0,0,2,vulnerabilidad media
20022,21/04/2020,0,0,0,vulnerabilidad alta
20023,21/04/2020,0,1,8,vulnerabilidad muy alta
20024,21/04/2020,0,0,1,vulnerabilidad alta
20025,21/04/2020,0,0,0,vulnerabilidad muy alta
20026,21/04/2020,1,0,4,vulnerabilidad media
20027,21/04/2020,0,0,0,vulnerabilidad media
20028,21/04/2020,0,0,0,vulnerabilidad media
20029,21/04/2020,0,0,1,vulnerabilidad media
20030,21/04/2020,0,0,0,sin vulnerabilidad
20031,21/04/2020,0,0,1,vulnerabilidad media
20032,21/04/2020,0,0,0,vulnerabilidad alta
20033,21/04/2020,1,0,1,vulnerabilidad alta
20034,21/04/2020,0,0,0,vulnerabilidad media
20035,21/04/2020,0,0,0,vulnerabilidad baja
20036,21/04/2020,0,0,0,vulnerabilidad media
20037,21/04/2020,1,0,1,vulnerabilidad media
20038,21/04/2020,0,0,0,vulnerabilidad media
20039,21/04/2020,1,1,19,vulnerabilidad alta
20040,21/04/2020,0,0,0,vulnerabilidad alta
20041,21/04/2020,0,0,0,vulnerabilidad alta
20042,21/04/2020,0,0,0,vulnerabilidad media
20043,21/04/2020,3,2,11,vulnerabilidad media
20044,21/04/2020,1,0,3,vulnerabilidad baja
20045,21/04/2020,6,0,11,vulnerabilidad media
20046,21/04/2020,0,0,0,vulnerabilidad media
20047,21/04/2020,0,0,0,vulnerabilidad baja
20048,21/04/2020,0,0,0,vulnerabilidad media
20049,21/04/2020,0,0,0,vulnerabilidad alta
20050,21/04/2020,0,0,0,vulnerabilidad media
20051,21/04/2020,0,0,0,vulnerabilidad alta
20052,21/04/2020,0,0,0,vulnerabilidad baja
20053,21/04/2020,0,0,0,vulnerabilidad baja
20054,21/04/2020,0,0,0,vulnerabilidad baja
20055,21/04/2020,0,0,0,vulnerabilidad baja
20056,21/04/2020,0,0,0,vulnerabilidad media
20057,21/04/2020,0,0,1,No Disponible
20058,21/04/2020,0,0,0,vulnerabilidad media
20059,21/04/2020,0,0,0,vulnerabilidad alta
20060,21/04/2020,0,0,0,vulnerabilidad media
20061,21/04/2020,0,0,0,vulnerabilidad media
20062,21/04/2020,0,0,0,vulnerabilidad baja
20063,21/04/2020,0,0,0,vulnerabilidad alta
20064,21/04/2020,0,0,0,vulnerabilidad baja
20065,21/04/2020,0,0,0,vulnerabilidad alta
20066,21/04/2020,0,0,0,vulnerabilidad baja
20067,21/04/2020,13,1,126,vulnerabilidad alta
20068,21/04/2020,0,0,3,vulnerabilidad alta
20069,21/04/2020,0,0,0,vulnerabilidad media
20070,21/04/2020,0,0,1,vulnerabilidad media
20071,21/04/2020,0,0,0,vulnerabilidad media
20072,21/04/2020,0,0,0,vulnerabilidad media
20073,21/04/2020,0,0,2,vulnerabilidad media
20074,21/04/2020,0,0,0,vulnerabilidad baja
20075,21/04/2020,0,0,0,sin vulnerabilidad
20076,21/04/2020,0,0,0,vulnerabilidad baja
20077,21/04/2020,0,0,2,vulnerabilidad muy alta
20078,21/04/2020,0,0,1,vulnerabilidad media
20079,21/04/2020,0,1,5,vulnerabilidad media
20080,21/04/2020,0,0,0,vulnerabilidad baja
20081,21/04/2020,0,0,0,vulnerabilidad alta
20082,21/04/2020,0,0,0,vulnerabilidad baja
20083,21/04/2020,0,0,3,vulnerabilidad alta
20084,21/04/2020,0,0,1,vulnerabilidad media
20085,21/04/2020,0,0,1,vulnerabilidad media
20086,21/04/2020,0,0,0,vulnerabilidad alta
20087,21/04/2020,0,0,2,vulnerabilidad muy alta
20088,21/04/2020,0,0,0,vulnerabilidad media
20089,21/04/2020,0,0,0,vulnerabilidad baja
20090,21/04/2020,0,0,0,vulnerabilidad media
20091,21/04/2020,0,0,2,vulnerabilidad media
20092,21/04/2020,0,0,1,vulnerabilidad alta
20093,21/04/2020,0,0,0,vulnerabilidad alta
20094,21/04/2020,0,0,0,vulnerabilidad media
20095,21/04/2020,0,0,0,vulnerabilidad alta
20096,21/04/2020,0,0,0,vulnerabilidad baja
20097,21/04/2020,0,0,0,vulnerabilidad media
20098,21/04/2020,0,0,0,vulnerabilidad alta
20099,21/04/2020,0,0,0,vulnerabilidad alta
20100,21/04/2020,0,0,0,vulnerabilidad media
20101,21/04/2020,0,0,0,vulnerabilidad alta
20102,21/04/2020,0,0,0,vulnerabilidad alta
20103,21/04/2020,0,0,0,vulnerabilidad muy alta
20104,21/04/2020,0,0,0,vulnerabilidad media
20105,21/04/2020,0,0,0,vulnerabilidad media
20106,21/04/2020,0,0,0,vulnerabilidad baja
20107,21/04/2020,4,0,15,vulnerabilidad muy alta
20108,21/04/2020,0,0,0,vulnerabilidad media
20109,21/04/2020,0,0,0,vulnerabilidad baja
20110,21/04/2020,0,0,0,vulnerabilidad alta
20111,21/04/2020,0,0,0,vulnerabilidad media
20112,21/04/2020,0,0,0,vulnerabilidad baja
20113,21/04/2020,0,0,0,vulnerabilidad media
20114,21/04/2020,0,0,0,vulnerabilidad media
20115,21/04/2020,2,0,7,vulnerabilidad media
20116,21/04/2020,0,0,0,vulnerabilidad media
20117,21/04/2020,0,0,1,vulnerabilidad media
20118,21/04/2020,0,0,0,vulnerabilidad alta
20119,21/04/2020,0,0,0,vulnerabilidad alta
20120,21/04/2020,0,0,0,vulnerabilidad media
20121,21/04/2020,0,0,0,vulnerabilidad alta
20122,21/04/2020,0,0,0,vulnerabilidad baja
20123,21/04/2020,0,0,0,vulnerabilidad media
20124,21/04/2020,0,0,1,vulnerabilidad alta
20125,21/04/2020,0,0,0,vulnerabilidad media
20126,21/04/2020,0,0,0,vulnerabilidad media
20127,21/04/2020,0,0,0,vulnerabilidad media
20128,21/04/2020,0,0,0,vulnerabilidad media
20129,21/04/2020,0,0,0,vulnerabilidad baja
20130,21/04/2020,0,0,0,vulnerabilidad media
20131,21/04/2020,0,0,0,vulnerabilidad media
20132,21/04/2020,0,0,0,vulnerabilidad alta
20133,21/04/2020,0,0,0,vulnerabilidad media
20134,21/04/2020,0,0,0,vulnerabilidad media
20135,21/04/2020,0,0,1,vulnerabilidad alta
20136,21/04/2020,0,0,0,vulnerabilidad media
20137,21/04/2020,0,0,0,vulnerabilidad media
20138,21/04/2020,0,0,0,vulnerabilidad media
20139,21/04/2020,0,0,0,vulnerabilidad media
20140,21/04/2020,0,0,0,No Disponible
20141,21/04/2020,0,0,0,vulnerabilidad alta
20142,21/04/2020,0,0,0,vulnerabilidad media
20143,21/04/2020,0,0,1,vulnerabilidad baja
20144,21/04/2020,0,0,0,vulnerabilidad media
20145,21/04/2020,0,0,0,vulnerabilidad muy alta
20146,21/04/2020,0,0,0,vulnerabilidad media
20147,21/04/2020,0,0,0,vulnerabilidad alta
20148,21/04/2020,0,0,0,vulnerabilidad media
20149,21/04/2020,0,0,0,vulnerabilidad baja
20150,21/04/2020,0,0,3,vulnerabilidad media
20151,21/04/2020,0,0,0,vulnerabilidad media
20152,21/04/2020,0,0,0,vulnerabilidad media
20153,21/04/2020,0,0,0,vulnerabilidad baja
20154,21/04/2020,0,0,0,vulnerabilidad media
20155,21/04/2020,0,0,0,vulnerabilidad media
20156,21/04/2020,0,0,0,vulnerabilidad media
20157,21/04/2020,1,0,8,vulnerabilidad alta
20158,21/04/2020,0,0,0,vulnerabilidad media
20159,21/04/2020,0,0,0,vulnerabilidad media
20160,21/04/2020,0,0,0,vulnerabilidad alta
20161,21/04/2020,0,0,0,vulnerabilidad media
20162,21/04/2020,0,0,0,vulnerabilidad media
20163,21/04/2020,0,0,0,vulnerabilidad media
20164,21/04/2020,0,0,0,vulnerabilidad media
20165,21/04/2020,0,0,0,vulnerabilidad media
20166,21/04/2020,1,0,2,vulnerabilidad baja
20167,21/04/2020,0,0,0,vulnerabilidad media
20168,21/04/2020,0,0,0,vulnerabilidad media
20169,21/04/2020,0,0,0,vulnerabilidad media
20170,21/04/2020,0,0,0,vulnerabilidad media
20171,21/04/2020,0,0,0,vulnerabilidad alta
20172,21/04/2020,0,0,0,vulnerabilidad alta
20173,21/04/2020,0,0,0,vulnerabilidad baja
20174,21/04/2020,1,0,3,vulnerabilidad alta
20175,21/04/2020,0,0,0,vulnerabilidad media
20176,21/04/2020,0,0,0,vulnerabilidad alta
20177,21/04/2020,0,0,0,vulnerabilidad media
20178,21/04/2020,0,0,2,vulnerabilidad alta
20179,21/04/2020,0,0,0,vulnerabilidad media
20180,21/04/2020,0,0,0,vulnerabilidad baja
20181,21/04/2020,0,0,0,vulnerabilidad alta
20182,21/04/2020,0,0,0,vulnerabilidad alta
20183,21/04/2020,0,0,0,vulnerabilidad media
20184,21/04/2020,4,1,24,vulnerabilidad alta
20185,21/04/2020,0,0,0,vulnerabilidad baja
20186,21/04/2020,0,0,0,vulnerabilidad baja
20187,21/04/2020,0,0,0,vulnerabilidad alta
20188,21/04/2020,0,0,0,vulnerabilidad media
20189,21/04/2020,0,0,0,vulnerabilidad media
20190,21/04/2020,0,0,0,vulnerabilidad alta
20191,21/04/2020,0,0,0,vulnerabilidad media
20192,21/04/2020,0,0,0,vulnerabilidad media
20193,21/04/2020,0,0,1,vulnerabilidad alta
20194,21/04/2020,0,0,0,vulnerabilidad baja
20195,21/04/2020,0,0,0,vulnerabilidad media
20196,21/04/2020,0,0,0,vulnerabilidad baja
20197,21/04/2020,0,0,0,vulnerabilidad alta
20198,21/04/2020,0,0,0,vulnerabilidad media
20199,21/04/2020,0,0,0,vulnerabilidad media
20200,21/04/2020,0,0,0,vulnerabilidad media
20201,21/04/2020,0,0,0,vulnerabilidad baja
20202,21/04/2020,0,0,0,vulnerabilidad media
20203,21/04/2020,0,0,0,vulnerabilidad media
20204,21/04/2020,0,0,0,vulnerabilidad media
20205,21/04/2020,0,0,0,vulnerabilidad media
20206,21/04/2020,0,0,0,vulnerabilidad media
20207,21/04/2020,0,0,0,vulnerabilidad media
20208,21/04/2020,0,0,0,vulnerabilidad alta
20209,21/04/2020,0,0,0,vulnerabilidad media
20210,21/04/2020,0,0,0,vulnerabilidad media
20211,21/04/2020,0,0,0,vulnerabilidad media
20212,21/04/2020,0,0,0,vulnerabilidad media
20213,21/04/2020,0,0,0,vulnerabilidad media
20214,21/04/2020,0,0,0,vulnerabilidad baja
20215,21/04/2020,0,0,0,vulnerabilidad baja
20216,21/04/2020,0,0,0,vulnerabilidad media
20217,21/04/2020,0,0,1,vulnerabilidad media
20218,21/04/2020,0,0,0,vulnerabilidad media
20219,21/04/2020,0,0,0,vulnerabilidad media
20220,21/04/2020,0,0,0,vulnerabilidad media
20221,21/04/2020,0,0,0,vulnerabilidad alta
20222,21/04/2020,0,0,0,vulnerabilidad media
20223,21/04/2020,0,0,0,sin vulnerabilidad
20224,21/04/2020,0,0,0,vulnerabilidad media
20225,21/04/2020,0,0,0,vulnerabilidad media
20226,21/04/2020,0,0,0,vulnerabilidad media
20227,21/04/2020,0,0,4,vulnerabilidad alta
20228,21/04/2020,0,0,0,vulnerabilidad media
20229,21/04/2020,0,0,0,vulnerabilidad media
20230,21/04/2020,0,0,0,vulnerabilidad baja
20231,21/04/2020,0,0,0,vulnerabilidad media
20232,21/04/2020,0,0,1,vulnerabilidad media
20233,21/04/2020,0,0,0,vulnerabilidad alta
20234,21/04/2020,0,0,0,vulnerabilidad media
20235,21/04/2020,0,0,0,vulnerabilidad media
20236,21/04/2020,0,0,0,vulnerabilidad alta
20237,21/04/2020,0,0,0,vulnerabilidad alta
20238,21/04/2020,0,0,0,vulnerabilidad media
20239,21/04/2020,0,0,0,vulnerabilidad alta
20240,21/04/2020,0,0,0,vulnerabilidad media
20241,21/04/2020,0,0,0,vulnerabilidad alta
20242,21/04/2020,0,0,0,vulnerabilidad alta
20243,21/04/2020,0,0,0,vulnerabilidad media
20244,21/04/2020,0,0,0,vulnerabilidad media
20245,21/04/2020,0,0,0,vulnerabilidad media
20246,21/04/2020,0,0,0,vulnerabilidad alta
20247,21/04/2020,0,0,0,vulnerabilidad baja
20248,21/04/2020,0,0,0,vulnerabilidad media
20249,21/04/2020,0,0,0,vulnerabilidad alta
20250,21/04/2020,0,0,0,vulnerabilidad media
20251,21/04/2020,0,0,0,vulnerabilidad baja
20252,21/04/2020,0,0,0,vulnerabilidad media
20253,21/04/2020,0,0,0,vulnerabilidad media
20254,21/04/2020,1,0,1,vulnerabilidad alta
20255,21/04/2020,0,0,0,vulnerabilidad media
20256,21/04/2020,0,0,0,sin vulnerabilidad
20257,21/04/2020,0,0,0,vulnerabilidad media
20258,21/04/2020,0,0,0,vulnerabilidad alta
20259,21/04/2020,0,0,0,vulnerabilidad media
20260,21/04/2020,0,0,0,vulnerabilidad baja
20261,21/04/2020,0,0,0,vulnerabilidad media
20262,21/04/2020,0,0,0,vulnerabilidad alta
20263,21/04/2020,0,0,0,vulnerabilidad media
20264,21/04/2020,0,0,0,vulnerabilidad media
20265,21/04/2020,0,0,0,vulnerabilidad media
20266,21/04/2020,0,0,0,vulnerabilidad baja
20267,21/04/2020,0,0,0,vulnerabilidad baja
20268,21/04/2020,0,0,1,vulnerabilidad media
20269,21/04/2020,0,0,1,vulnerabilidad media
20270,21/04/2020,0,0,0,vulnerabilidad media
20271,21/04/2020,0,0,0,vulnerabilidad media
20272,21/04/2020,0,0,0,vulnerabilidad alta
20273,21/04/2020,0,0,0,vulnerabilidad media
20274,21/04/2020,0,0,0,vulnerabilidad media
20275,21/04/2020,0,0,0,vulnerabilidad media
20276,21/04/2020,0,0,0,vulnerabilidad alta
20277,21/04/2020,0,0,3,vulnerabilidad media
20278,21/04/2020,1,0,1,vulnerabilidad media
20279,21/04/2020,0,0,0,vulnerabilidad alta
20280,21/04/2020,0,0,0,vulnerabilidad baja
20281,21/04/2020,0,0,0,vulnerabilidad baja
20282,21/04/2020,0,0,0,vulnerabilidad media
20283,21/04/2020,1,0,1,vulnerabilidad baja
20284,21/04/2020,0,0,0,vulnerabilidad alta
20285,21/04/2020,0,0,0,vulnerabilidad alta
20286,21/04/2020,0,0,0,vulnerabilidad alta
20287,21/04/2020,0,0,0,vulnerabilidad baja
20288,21/04/2020,0,0,0,vulnerabilidad media
20289,21/04/2020,1,0,1,vulnerabilidad media
20290,21/04/2020,0,0,0,vulnerabilidad baja
20291,21/04/2020,0,0,0,vulnerabilidad media
20292,21/04/2020,0,0,1,vulnerabilidad media
20293,21/04/2020,0,0,5,vulnerabilidad alta
20294,21/04/2020,1,0,2,vulnerabilidad alta
20295,21/04/2020,0,0,0,vulnerabilidad baja
20296,21/04/2020,0,0,0,vulnerabilidad baja
